x cool
-3.0 1.2553460577
-2.9693877551 1.29498215375
-2.9387755102 1.33716157033
-2.90816326531 1.38209257945
-2.87755102041 1.43000494836
-2.84693877551 1.48115259506
-2.81632653061 1.53581662699
-2.78571428571 1.5943088265
-2.75510204082 1.65697565852
-2.72448979592 1.72420288996
-2.69387755102 1.79642092826
-2.66326530612 1.87411100736
-2.63265306122 1.95781237554
-2.60204081633 2.04813067156
-2.57142857143 2.14574771443
-2.54081632653 2.25143298103
-2.51020408163 2.36605710576
-2.47959183673 2.4906078116
-2.44897959184 2.62620877591
-2.41836734694 2.77414205243
-2.38775510204 2.93587482051
-2.35714285714 3.1130914223
-2.32653061224 3.30773189066
-2.29591836735 3.52203848201
-2.26530612245 3.75861212929
-2.23469387755 4.02048125181
-2.20408163265 4.31118603965
-2.17346938776 4.63488222599
-2.14285714286 4.99646954662
-2.11224489796 5.40175166688
-2.08163265306 5.85763648073
-2.05102040816 6.37238856289
-2.02040816327 6.95594948226
-1.98979591837 7.62034709386
-1.95918367347 8.38022244651
-1.92857142857 9.25351349948
-1.89795918367 10.2623498162
-1.86734693878 11.4342338809
-1.83673469388 12.8036158524
-1.80612244898 14.414014375
-1.77551020408 16.320904285
-1.74489795918 18.5956951293
-1.71428571429 21.3312825749
-1.68367346939 24.6499015485
-1.65306122449 28.7144019135
-1.62244897959 33.7447023497
-1.59183673469 40.0422283979
-1.5612244898 48.0269188721
-1.5306122449 58.2944729497
-1.5 71.7070251254
