x cool
-3.0 2.5106921154
-2.9693877551 2.55032199666
-2.9387755102 2.59245610575
-2.90816326531 2.63725828935
-2.87755102041 2.68490724997
-2.84693877551 2.73559816026
-2.81632653061 2.78954448575
-2.78571428571 2.84698004732
-2.75510204082 2.90816135985
-2.72448979592 2.97337028983
-2.69387755102 3.04291708257
-2.66326530612 3.11714381836
-2.63265306122 3.19642836823
-2.60204081633 3.28118893301
-2.57142857143 3.37188926554
-2.54081632653 3.46904469527
-2.51020408163 3.5732290985
-2.47959183673 3.68508298656
-2.44897959184 3.8053229202
-2.41836734694 3.93475250293
-2.38775510204 4.07427526112
-2.35714285714 4.22490978741
-2.32653061224 4.38780761006
-2.29591836735 4.56427435934
-2.26530612245 4.7557949391
-2.23469387755 4.96406358642
-2.20408163265 5.19101992529
-2.17346938776 5.43889240805
-2.14285714286 5.71025091043
-2.11224489796 6.00807073153
-2.08163265306 6.33581088732
-2.05102040816 6.69751042835
-2.02040816327 7.09790763495
-1.98979591837 7.54258845004
-1.95918367347 8.03817255074
-1.92857142857 8.59254824952
-1.89795918367 9.21517126355
-1.86734693878 9.91744775385
-1.83673469388 10.7132295908
-1.80612244898 11.6194605676
-1.77551020408 12.6570278128
-1.74489795918 13.8518953514
-1.71428571429 15.2366304107
-1.68367346939 16.8524837117
-1.65306122449 18.7522624741
-1.62244897959 21.0043555442
-1.59183673469 23.6984617049
-1.5612244898 26.9538830405
-1.5306122449 30.931761157
-1.5 35.8535125627
